ProductKey,ProductAlternateKey,ProductSubCategoryKey,ProductSubCategory,ProductCategoryKey,ProductCategory,Product,SafetyStockLevel,ReorderPoint,DaysToManufacture,Description,StartDate,EndDate,Status
327,BK-R50R-44,12,Mountain Frames,2,Components,"Road-650 Red, 44",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
327,BK-R50R-44,13,Pedals,2,Components,"Road-650 Red, 44",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
327,BK-R50R-44,14,Road Frames,2,Components,"Road-650 Red, 44",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
327,BK-R50R-44,15,Saddles,2,Components,"Road-650 Red, 44",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
328,BK-R50R-48,4,Handlebars,2,Components,"Road-650 Red, 48",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,Outdate
328,BK-R50R-48,5,Bottom Brackets,2,Components,"Road-650 Red, 48",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,Outdate
328,BK-R50R-48,6,Brakes,2,Components,"Road-650 Red, 48",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,Outdate
328,BK-R50R-48,7,Chains,2,Components,"Road-650 Red, 48",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,Outdate
328,BK-R50R-48,8,Cranksets,2,Components,"Road-650 Red, 48",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,Outdate
328,BK-R50R-48,9,Derailleurs,2,Components,"Road-650 Red, 48",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,Outdate
328,BK-R50R-48,16,Touring Frames,2,Components,"Road-650 Red, 48",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,Outdate
328,BK-R50R-48,17,Wheels,2,Components,"Road-650 Red, 48",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,Outdate
328,BK-R50R-48,10,Forks,2,Components,"Road-650 Red, 48",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,Outdate
328,BK-R50R-48,11,Headsets,2,Components,"Road-650 Red, 48",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,Outdate
328,BK-R50R-48,12,Mountain Frames,2,Components,"Road-650 Red, 48",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,Outdate
328,BK-R50R-48,13,Pedals,2,Components,"Road-650 Red, 48",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,Outdate
328,BK-R50R-48,14,Road Frames,2,Components,"Road-650 Red, 48",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,Outdate
328,BK-R50R-48,15,Saddles,2,Components,"Road-650 Red, 48",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,Outdate
329,BK-R50R-48,4,Handlebars,2,Components,"Road-650 Red, 48",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
329,BK-R50R-48,5,Bottom Brackets,2,Components,"Road-650 Red, 48",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
329,BK-R50R-48,6,Brakes,2,Components,"Road-650 Red, 48",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
329,BK-R50R-48,7,Chains,2,Components,"Road-650 Red, 48",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
329,BK-R50R-48,8,Cranksets,2,Components,"Road-650 Red, 48",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
329,BK-R50R-48,9,Derailleurs,2,Components,"Road-650 Red, 48",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
329,BK-R50R-48,16,Touring Frames,2,Components,"Road-650 Red, 48",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
329,BK-R50R-48,17,Wheels,2,Components,"Road-650 Red, 48",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
329,BK-R50R-48,10,Forks,2,Components,"Road-650 Red, 48",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
329,BK-R50R-48,11,Headsets,2,Components,"Road-650 Red, 48",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
329,BK-R50R-48,12,Mountain Frames,2,Components,"Road-650 Red, 48",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
329,BK-R50R-48,13,Pedals,2,Components,"Road-650 Red, 48",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
329,BK-R50R-48,14,Road Frames,2,Components,"Road-650 Red, 48",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
329,BK-R50R-48,15,Saddles,2,Components,"Road-650 Red, 48",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
330,BK-R50R-52,4,Handlebars,2,Components,"Road-650 Red, 52",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,Outdate
330,BK-R50R-52,5,Bottom Brackets,2,Components,"Road-650 Red, 52",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,Outdate
330,BK-R50R-52,6,Brakes,2,Components,"Road-650 Red, 52",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,Outdate
330,BK-R50R-52,7,Chains,2,Components,"Road-650 Red, 52",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,Outdate
330,BK-R50R-52,8,Cranksets,2,Components,"Road-650 Red, 52",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,Outdate
330,BK-R50R-52,9,Derailleurs,2,Components,"Road-650 Red, 52",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,Outdate
330,BK-R50R-52,16,Touring Frames,2,Components,"Road-650 Red, 52",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,Outdate
330,BK-R50R-52,17,Wheels,2,Components,"Road-650 Red, 52",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,Outdate
330,BK-R50R-52,10,Forks,2,Components,"Road-650 Red, 52",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,Outdate
330,BK-R50R-52,11,Headsets,2,Components,"Road-650 Red, 52",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,Outdate
330,BK-R50R-52,12,Mountain Frames,2,Components,"Road-650 Red, 52",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,Outdate
330,BK-R50R-52,13,Pedals,2,Components,"Road-650 Red, 52",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,Outdate
330,BK-R50R-52,14,Road Frames,2,Components,"Road-650 Red, 52",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,Outdate
330,BK-R50R-52,15,Saddles,2,Components,"Road-650 Red, 52",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,Outdate
331,BK-R50R-52,4,Handlebars,2,Components,"Road-650 Red, 52",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
331,BK-R50R-52,5,Bottom Brackets,2,Components,"Road-650 Red, 52",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
331,BK-R50R-52,6,Brakes,2,Components,"Road-650 Red, 52",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
331,BK-R50R-52,7,Chains,2,Components,"Road-650 Red, 52",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
331,BK-R50R-52,8,Cranksets,2,Components,"Road-650 Red, 52",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
331,BK-R50R-52,9,Derailleurs,2,Components,"Road-650 Red, 52",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
331,BK-R50R-52,16,Touring Frames,2,Components,"Road-650 Red, 52",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
331,BK-R50R-52,17,Wheels,2,Components,"Road-650 Red, 52",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
331,BK-R50R-52,10,Forks,2,Components,"Road-650 Red, 52",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
331,BK-R50R-52,11,Headsets,2,Components,"Road-650 Red, 52",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
331,BK-R50R-52,12,Mountain Frames,2,Components,"Road-650 Red, 52",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
331,BK-R50R-52,13,Pedals,2,Components,"Road-650 Red, 52",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
331,BK-R50R-52,14,Road Frames,2,Components,"Road-650 Red, 52",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
331,BK-R50R-52,15,Saddles,2,Components,"Road-650 Red, 52",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
332,BK-R50B-58,4,Handlebars,2,Components,"Road-650 Black, 58",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,Outdate
332,BK-R50B-58,5,Bottom Brackets,2,Components,"Road-650 Black, 58",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,Outdate
332,BK-R50B-58,6,Brakes,2,Components,"Road-650 Black, 58",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,Outdate
332,BK-R50B-58,7,Chains,2,Components,"Road-650 Black, 58",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,Outdate
332,BK-R50B-58,8,Cranksets,2,Components,"Road-650 Black, 58",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,Outdate
332,BK-R50B-58,9,Derailleurs,2,Components,"Road-650 Black, 58",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,Outdate
332,BK-R50B-58,16,Touring Frames,2,Components,"Road-650 Black, 58",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,Outdate
332,BK-R50B-58,17,Wheels,2,Components,"Road-650 Black, 58",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,Outdate
332,BK-R50B-58,10,Forks,2,Components,"Road-650 Black, 58",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,Outdate
332,BK-R50B-58,11,Headsets,2,Components,"Road-650 Black, 58",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,Outdate
332,BK-R50B-58,12,Mountain Frames,2,Components,"Road-650 Black, 58",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,Outdate
332,BK-R50B-58,13,Pedals,2,Components,"Road-650 Black, 58",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,Outdate
332,BK-R50B-58,14,Road Frames,2,Components,"Road-650 Black, 58",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,Outdate
332,BK-R50B-58,15,Saddles,2,Components,"Road-650 Black, 58",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,Outdate
333,BK-R50B-58,4,Handlebars,2,Components,"Road-650 Black, 58",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
333,BK-R50B-58,5,Bottom Brackets,2,Components,"Road-650 Black, 58",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
333,BK-R50B-58,6,Brakes,2,Components,"Road-650 Black, 58",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
333,BK-R50B-58,7,Chains,2,Components,"Road-650 Black, 58",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
333,BK-R50B-58,8,Cranksets,2,Components,"Road-650 Black, 58",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
333,BK-R50B-58,9,Derailleurs,2,Components,"Road-650 Black, 58",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
333,BK-R50B-58,16,Touring Frames,2,Components,"Road-650 Black, 58",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
333,BK-R50B-58,17,Wheels,2,Components,"Road-650 Black, 58",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
333,BK-R50B-58,10,Forks,2,Components,"Road-650 Black, 58",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
333,BK-R50B-58,11,Headsets,2,Components,"Road-650 Black, 58",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
333,BK-R50B-58,12,Mountain Frames,2,Components,"Road-650 Black, 58",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
333,BK-R50B-58,13,Pedals,2,Components,"Road-650 Black, 58",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
333,BK-R50B-58,14,Road Frames,2,Components,"Road-650 Black, 58",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
333,BK-R50B-58,15,Saddles,2,Components,"Road-650 Black, 58",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
334,BK-R50B-60,4,Handlebars,2,Components,"Road-650 Black, 60",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,Outdate
334,BK-R50B-60,5,Bottom Brackets,2,Components,"Road-650 Black, 60",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,Outdate
334,BK-R50B-60,6,Brakes,2,Components,"Road-650 Black, 60",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,Outdate
334,BK-R50B-60,7,Chains,2,Components,"Road-650 Black, 60",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,Outdate
334,BK-R50B-60,8,Cranksets,2,Components,"Road-650 Black, 60",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,Outdate
334,BK-R50B-60,9,Derailleurs,2,Components,"Road-650 Black, 60",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,Outdate
334,BK-R50B-60,16,Touring Frames,2,Components,"Road-650 Black, 60",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,Outdate
334,BK-R50B-60,17,Wheels,2,Components,"Road-650 Black, 60",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,Outdate
334,BK-R50B-60,10,Forks,2,Components,"Road-650 Black, 60",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,Outdate
334,BK-R50B-60,11,Headsets,2,Components,"Road-650 Black, 60",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,Outdate
334,BK-R50B-60,12,Mountain Frames,2,Components,"Road-650 Black, 60",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,Outdate
334,BK-R50B-60,13,Pedals,2,Components,"Road-650 Black, 60",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,Outdate
334,BK-R50B-60,14,Road Frames,2,Components,"Road-650 Black, 60",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,Outdate
334,BK-R50B-60,15,Saddles,2,Components,"Road-650 Black, 60",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,Outdate
335,BK-R50B-60,4,Handlebars,2,Components,"Road-650 Black, 60",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
335,BK-R50B-60,5,Bottom Brackets,2,Components,"Road-650 Black, 60",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
335,BK-R50B-60,6,Brakes,2,Components,"Road-650 Black, 60",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
335,BK-R50B-60,7,Chains,2,Components,"Road-650 Black, 60",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
335,BK-R50B-60,8,Cranksets,2,Components,"Road-650 Black, 60",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
335,BK-R50B-60,9,Derailleurs,2,Components,"Road-650 Black, 60",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
335,BK-R50B-60,16,Touring Frames,2,Components,"Road-650 Black, 60",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
335,BK-R50B-60,17,Wheels,2,Components,"Road-650 Black, 60",100,75,4,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
